is_concurrent,pop_size,num_species,mean_ms_step_mean
0,100000,1,18.864
0,100000,2,37.699
0,100000,3,56.418
0,100000,4,75.669
0,100000,5,94.687
0,100000,6,113.137
0,100000,7,132.722
0,100000,8,151.781
1,100000,1,18.770
1,100000,2,37.505
1,100000,3,56.306
1,100000,4,75.577
1,100000,5,94.414
1,100000,6,113.332
1,100000,7,132.281
1,100000,8,151.274
