is_concurrent,pop_size,num_species,mean_ms_step_mean
0,5120,18,14.747
0,5120,19,15.585
0,5120,20,16.800
0,5120,21,17.308
0,5120,22,18.162
0,5120,23,19.072
0,5120,24,19.856
0,5120,25,20.719
0,5120,26,21.592
0,5120,27,22.450
0,5120,28,23.287
0,5120,29,24.202
0,5120,30,24.960
0,5120,31,25.994
0,5120,32,27.183
0,6144,1,0.963
0,6144,2,1.889
0,6144,3,2.821
0,6144,4,3.756
0,6144,5,4.689
0,6144,6,5.616
0,6144,7,6.558
0,6144,8,7.492
0,6144,9,8.429
0,6144,10,9.439
0,6144,11,10.317
0,6144,12,11.251
0,6144,13,12.278
0,6144,14,13.137
0,6144,15,14.076
0,6144,16,15.000
0,6144,17,16.251
0,6144,18,16.904
0,6144,19,17.826
0,6144,20,18.760
0,6144,21,19.713
0,6144,22,20.674
0,6144,23,21.594
0,6144,24,22.535
0,6144,25,23.435
0,6144,26,24.699
0,6144,27,25.347
0,6144,28,26.284
0,6144,29,27.412
0,6144,30,28.221
0,6144,31,29.699
0,6144,32,30.441
0,7168,1,1.105
0,7168,2,2.171
0,7168,3,3.239
0,7168,4,4.321
0,7168,5,5.387
0,7168,6,6.470
0,7168,7,7.533
0,7168,8,8.616
0,7168,9,9.678
0,7168,10,10.759
0,7168,11,11.846
0,7168,12,12.927
0,7168,13,14.015
0,7168,14,15.093
0,7168,15,16.168
0,7168,16,17.243
0,7168,17,18.664
0,7168,18,19.505
0,7168,19,20.857
0,7168,20,21.559
0,7168,21,23.133
0,7168,22,23.722
0,7168,23,24.797
0,7168,24,25.865
0,7168,25,26.949
0,7168,26,27.969
0,7168,27,29.202
0,7168,28,30.191
0,7168,29,31.565
0,7168,30,32.342
0,7168,31,33.405
0,7168,32,34.609
0,8192,1,1.244
0,8192,2,2.453
0,8192,3,3.664
0,8192,4,4.871
0,8192,5,6.188
0,8192,6,7.293
0,8192,7,8.781
0,8192,8,9.734
0,8192,9,10.991
0,8192,10,12.637
0,8192,11,13.520
0,8192,12,14.827
0,8192,13,16.051
0,8192,14,17.291
0,8192,15,18.575
0,8192,16,19.792
0,8192,17,21.169
0,8192,18,23.376
0,8192,19,23.651
0,8192,20,24.868
0,8192,21,26.073
0,8192,22,27.386
0,8192,23,28.601
0,8192,24,30.308
0,8192,25,31.123
0,8192,26,32.329
0,8192,27,33.644
0,8192,28,34.860
0,8192,29,36.653
0,8192,30,37.840
0,8192,31,38.716
0,8192,32,39.835
1,1024,1,0.259
1,1024,2,0.371
1,1024,3,0.447
1,1024,4,0.488
1,1024,5,0.596
1,1024,6,0.633
1,1024,7,0.738
1,1024,8,0.799
1,1024,9,0.892
1,1024,10,0.981
1,1024,11,1.056
1,1024,12,1.217
1,1024,13,1.226
1,1024,14,1.346
1,1024,15,1.382
1,1024,16,1.491
1,1024,17,1.569
1,1024,18,1.640
1,1024,19,1.734
1,1024,20,1.759
1,1024,21,1.834
1,1024,22,1.966
1,1024,23,1.978
1,1024,24,2.097
1,1024,25,2.162
1,1024,26,2.323
1,1024,27,2.374
1,1024,28,2.492
1,1024,29,2.469
1,1024,30,2.640
1,1024,31,2.631
1,1024,32,2.800
1,2048,1,0.396
1,2048,2,0.479
1,2048,3,0.565
1,2048,4,0.649
1,2048,5,0.733
1,2048,6,0.843
1,2048,7,0.923
1,2048,8,0.989
1,2048,9,1.224
1,2048,10,1.153
1,2048,11,1.251
1,2048,12,1.456
1,2048,13,1.423
1,2048,14,1.572
1,2048,15,1.748
1,2048,16,1.678
1,2048,17,1.806
1,2048,18,1.860
1,2048,19,1.968
1,2048,20,2.027
1,2048,21,2.288
1,2048,22,2.313
1,2048,23,2.414
1,2048,24,2.542
1,2048,25,2.673
1,2048,26,2.592
1,2048,27,2.739
1,2048,28,2.793
1,2048,29,2.935
1,2048,30,2.908
1,2048,31,3.053
1,2048,32,3.060
1,3072,1,0.539
1,3072,2,0.623
1,3072,3,0.712
1,3072,4,0.797
1,3072,5,0.890
1,3072,6,0.972
1,3072,7,1.054
1,3072,8,1.146
1,3072,9,1.242
1,3072,10,1.355
1,3072,11,1.487
1,3072,12,1.512
1,3072,13,1.646
1,3072,14,1.688
1,3072,15,1.782
1,3072,16,1.864
1,3072,17,2.089
1,3072,18,2.260
1,3072,19,2.303
1,3072,20,2.336
1,3072,21,2.581
1,3072,22,2.603
1,3072,23,2.783
1,3072,24,2.751
1,3072,25,2.779
1,3072,26,2.948
1,3072,27,2.969
1,3072,28,3.174
1,3072,29,3.250
1,3072,30,3.319
1,3072,31,3.322
1,3072,32,3.598
1,4096,1,0.679
1,4096,2,0.766
1,4096,3,0.852
1,4096,4,1.063
1,4096,5,1.059
1,4096,6,1.117
1,4096,7,1.212
1,4096,8,1.557
1,4096,9,1.424
1,4096,10,1.486
1,4096,11,1.582
1,4096,12,1.872
1,4096,13,1.955
1,4096,14,2.048
1,4096,15,2.141
1,4096,16,2.223
1,4096,17,2.324
1,4096,18,2.419
1,4096,19,2.568
1,4096,20,2.706
1,4096,21,2.691
1,4096,22,2.788
1,4096,23,3.197
1,4096,24,3.378
1,4096,25,3.566
1,4096,26,3.606
1,4096,27,3.854
1,4096,28,3.963
1,4096,29,4.057
1,4096,30,4.154
1,4096,31,4.245
1,4096,32,4.496
1,5120,1,0.821
1,5120,2,0.908
1,5120,3,0.998
1,5120,4,1.086
1,5120,5,1.174
1,5120,6,1.338
1,5120,7,1.362
1,5120,8,1.457
1,5120,9,1.551
1,5120,10,1.647
1,5120,11,1.997
1,5120,12,2.083
1,5120,13,2.180
1,5120,14,2.266
1,5120,15,2.362
1,5120,16,2.460
1,5120,17,2.557
1,5120,18,2.653
1,5120,19,2.750
1,5120,20,2.842
1,5120,21,3.625
1,5120,22,3.711
1,5120,23,3.778
1,5120,24,4.015
1,5120,25,4.103
1,5120,26,4.069
1,5120,27,4.163
1,5120,28,4.335
1,5120,29,4.398
1,5120,30,4.512
1,5120,31,4.945
1,5120,32,4.864
1,6144,1,0.963
1,6144,2,1.048
1,6144,3,1.139
1,6144,4,1.226
1,6144,5,1.329
1,6144,6,1.505
1,6144,7,1.552
1,6144,8,1.609
1,6144,9,2.015
1,6144,10,2.110
1,6144,11,2.217
1,6144,12,2.760
1,6144,13,2.401
1,6144,14,2.496
1,6144,15,2.593
1,6144,16,2.679
1,6144,17,3.783
1,6144,18,3.775
1,6144,19,3.872
1,6144,20,3.963
1,6144,21,4.059
1,6144,22,4.150
1,6144,23,4.271
1,6144,24,4.343
1,6144,25,4.625
1,6144,26,4.737
1,6144,27,4.832
1,6144,28,4.921
1,6144,29,5.045
1,6144,30,5.119
1,6144,31,5.210
1,6144,32,5.308
1,7168,1,1.421
1,7168,2,1.189
1,7168,3,1.281
1,7168,4,1.384
1,7168,5,1.742
1,7168,6,1.572
1,7168,7,2.043
1,7168,8,2.225
1,7168,9,2.224
1,7168,10,2.311
1,7168,11,2.419
1,7168,12,2.514
1,7168,13,2.609
1,7168,14,3.375
1,7168,15,4.050
1,7168,16,3.952
1,7168,17,4.047
1,7168,18,4.144
1,7168,19,4.240
1,7168,20,4.338
1,7168,21,4.608
1,7168,22,4.777
1,7168,23,4.931
1,7168,24,4.969
1,7168,25,5.062
1,7168,26,5.277
1,7168,27,5.894
1,7168,28,6.127
1,7168,29,6.478
1,7168,30,6.604
1,7168,31,6.719
1,7168,32,6.805
1,8192,1,1.243
1,8192,2,1.335
1,8192,3,1.424
1,8192,4,1.523
1,8192,5,1.620
1,8192,6,1.718
1,8192,7,2.224
1,8192,8,2.324
1,8192,9,2.420
1,8192,10,2.528
1,8192,11,2.625
1,8192,12,2.721
1,8192,13,3.890
1,8192,14,4.329
1,8192,15,4.448
1,8192,16,4.550
1,8192,17,4.636
1,8192,18,4.928
1,8192,19,5.026
1,8192,20,4.985
1,8192,21,5.085
1,8192,22,5.190
1,8192,23,5.295
1,8192,24,5.390
1,8192,25,6.770
1,8192,26,6.925
1,8192,27,7.088
1,8192,28,7.208
1,8192,29,7.317
1,8192,30,7.417
1,8192,31,7.544
1,8192,32,7.642
