is_concurrent,pop_size,num_species,mean_ms_step_mean
1,6144,49,0.568
1,6144,57,0.678
1,6144,65,0.843
1,6144,73,0.969
1,6144,81,1.132
1,6144,89,1.293
1,6144,97,1.424
1,6144,105,1.583
1,6144,113,1.718
1,6144,121,1.882
1,6144,129,2.032
1,6144,137,2.185
1,6144,145,2.345
1,6144,153,2.486
1,6144,161,2.643
1,6144,169,2.788
1,6144,177,2.947
1,6144,185,3.099
1,6144,193,3.250
1,6144,201,3.403
1,6144,209,3.560
1,6144,217,3.720
1,6144,225,3.882
1,6144,233,4.047
1,6144,241,4.205
1,6144,249,4.376
1,6144,257,4.532
1,8192,1,0.201
1,8192,9,0.250
1,8192,17,0.344
1,8192,25,0.443
1,8192,33,0.517
1,8192,41,0.731
1,8192,49,0.951
1,8192,57,1.127
1,8192,65,1.344
1,8192,73,1.556
1,8192,81,1.766
1,8192,89,1.948
1,8192,97,2.175
1,8192,105,2.384
1,8192,113,2.590
1,8192,121,2.787
1,8192,129,3.012
1,8192,137,3.214
1,8192,145,3.410
1,8192,153,3.632
1,8192,161,3.849
1,8192,169,4.053
1,8192,177,4.252
1,8192,185,4.485
1,8192,193,4.686
1,8192,201,4.908
1,8192,209,5.108
1,8192,217,5.342
1,8192,225,5.549
1,8192,233,5.772
1,8192,241,5.985
1,8192,249,6.227
1,8192,257,6.444
