is_concurrent,pop_size,num_species,mean_ms_step_mean
0,3072,32,24.728
0,4096,1,1.012
0,4096,2,2.003
0,4096,3,2.998
0,4096,4,3.981
0,4096,5,4.978
0,4096,6,5.963
0,4096,7,6.965
0,4096,8,7.954
0,4096,9,8.944
0,4096,10,10.018
0,4096,11,11.018
0,4096,12,11.938
0,4096,13,12.934
0,4096,14,13.990
0,4096,15,14.984
0,4096,16,16.011
0,4096,17,17.108
0,4096,18,18.151
0,4096,19,19.171
0,4096,20,20.239
0,4096,21,21.294
0,4096,22,22.314
0,4096,23,23.387
0,4096,24,24.487
0,4096,25,25.516
0,4096,26,26.548
0,4096,27,27.631
0,4096,28,28.609
0,4096,29,29.793
0,4096,30,30.749
0,4096,31,31.783
0,4096,32,32.819
0,5120,1,1.255
0,5120,2,2.485
0,5120,3,3.716
0,5120,4,4.945
0,5120,5,6.188
0,5120,6,7.420
0,5120,7,8.650
0,5120,8,9.883
0,5120,9,11.103
0,5120,10,12.344
0,5120,11,13.618
0,5120,12,14.863
0,5120,13,16.249
0,5120,14,17.464
0,5120,15,18.785
0,5120,16,20.049
0,5120,17,21.421
0,5120,18,22.709
0,5120,19,24.032
0,5120,20,25.320
0,5120,21,26.637
0,5120,22,27.947
0,5120,23,29.220
0,5120,24,30.528
0,5120,25,31.850
0,5120,26,33.086
0,5120,27,34.434
0,5120,28,35.761
0,5120,29,36.990
0,5120,30,38.388
0,5120,31,39.683
0,5120,32,40.943
0,6144,1,1.500
0,6144,2,2.995
0,6144,3,4.474
0,6144,4,5.959
0,6144,5,7.447
0,6144,6,8.910
0,6144,7,10.386
0,6144,8,11.894
0,6144,9,13.389
0,6144,10,14.943
0,6144,11,16.471
0,6144,12,18.066
0,6144,13,19.726
0,6144,14,21.222
0,6144,15,22.826
0,6144,16,24.401
0,6144,17,25.947
0,6144,18,27.717
0,6144,19,29.255
0,6144,20,30.573
0,6144,21,32.222
0,6144,22,33.742
0,6144,23,35.332
0,6144,24,36.944
0,6144,25,38.366
0,6144,26,39.866
0,6144,27,41.422
0,6144,28,43.108
0,6144,29,44.594
0,6144,30,46.111
0,6144,31,47.662
0,6144,32,49.199
0,7168,1,1.742
0,7168,2,3.469
0,7168,3,5.192
0,7168,4,6.937
0,7168,5,8.651
0,7168,6,10.368
0,7168,7,12.115
0,7168,8,13.873
0,7168,9,15.727
0,7168,10,17.755
0,7168,11,19.391
0,7168,12,21.199
0,7168,13,23.027
0,7168,14,24.829
0,7168,15,26.742
0,7168,16,28.491
0,7168,17,30.362
0,7168,18,32.288
0,7168,19,33.998
0,7168,20,35.737
0,7168,21,37.619
0,7168,22,39.334
0,7168,23,41.141
0,7168,24,42.977
0,7168,25,44.747
0,7168,26,46.610
0,7168,27,48.637
0,7168,28,50.184
0,7168,29,51.972
0,7168,30,53.715
0,7168,31,55.527
0,7168,32,57.291
0,8192,1,1.995
0,8192,2,3.936
0,8192,3,5.916
0,8192,4,7.862
0,8192,5,9.829
0,8192,6,11.793
0,8192,7,13.776
0,8192,8,15.782
0,8192,9,17.887
0,8192,10,19.962
0,8192,11,22.119
0,8192,12,24.118
0,8192,13,26.250
0,8192,14,28.304
0,8192,15,30.415
0,8192,16,32.520
0,8192,17,34.521
0,8192,18,36.600
0,8192,19,38.650
0,8192,20,40.785
0,8192,21,42.878
0,8192,22,44.689
0,8192,23,46.788
0,8192,24,48.870
0,8192,25,50.907
0,8192,26,52.901
0,8192,27,54.979
0,8192,28,56.987
0,8192,29,59.271
0,8192,30,61.101
0,8192,31,63.256
0,8192,32,65.232
1,1024,1,0.289
1,1024,2,0.311
1,1024,3,0.331
1,1024,4,0.352
1,1024,5,0.375
1,1024,6,0.398
1,1024,7,0.420
1,1024,8,0.444
1,1024,9,0.467
1,1024,10,0.496
1,1024,11,0.532
1,1024,12,0.546
1,1024,13,0.562
1,1024,14,0.584
1,1024,15,0.605
1,1024,16,0.644
1,1024,17,0.651
1,1024,18,0.672
1,1024,19,0.701
1,1024,20,0.724
1,1024,21,0.750
1,1024,22,0.771
1,1024,23,0.806
1,1024,24,0.828
1,1024,25,0.844
1,1024,26,0.866
1,1024,27,0.887
1,1024,28,0.912
1,1024,29,0.941
1,1024,30,0.956
1,1024,31,0.979
1,1024,32,1.002
1,2048,1,0.530
1,2048,2,0.549
1,2048,3,0.571
1,2048,4,0.591
1,2048,5,0.614
1,2048,6,0.636
1,2048,7,0.659
1,2048,8,0.683
1,2048,9,0.706
1,2048,10,0.728
1,2048,11,0.752
1,2048,12,0.776
1,2048,13,0.841
1,2048,14,0.822
1,2048,15,0.850
1,2048,16,0.871
1,2048,17,0.894
1,2048,18,0.916
1,2048,19,0.980
1,2048,20,0.989
1,2048,21,0.987
1,2048,22,1.011
1,2048,23,1.044
1,2048,24,1.084
1,2048,25,1.114
1,2048,26,1.106
1,2048,27,1.132
1,2048,28,1.217
1,2048,29,1.229
1,2048,30,1.274
1,2048,31,1.313
1,2048,32,1.309
1,3072,1,0.770
1,3072,2,0.792
1,3072,3,0.868
1,3072,4,0.834
1,3072,5,0.857
1,3072,6,0.879
1,3072,7,0.900
1,3072,8,0.927
1,3072,9,0.947
1,3072,10,0.971
1,3072,11,0.998
1,3072,12,1.021
1,3072,13,1.048
1,3072,14,1.128
1,3072,15,1.091
1,3072,16,1.116
1,3072,17,1.137
1,3072,18,1.163
1,3072,19,1.191
1,3072,20,1.215
1,3072,21,1.353
1,3072,22,1.381
1,3072,23,1.416
1,3072,24,1.457
1,3072,25,1.460
1,3072,26,1.481
1,3072,27,1.507
1,3072,28,1.563
1,3072,29,1.554
1,3072,30,1.582
1,3072,31,1.607
1,3072,32,1.627
1,4096,1,1.012
1,4096,2,1.033
1,4096,3,1.053
1,4096,4,1.073
1,4096,5,1.095
1,4096,6,1.115
1,4096,7,1.142
1,4096,8,1.173
1,4096,9,1.196
1,4096,10,1.217
1,4096,11,1.239
1,4096,12,1.272
1,4096,13,1.368
1,4096,14,1.463
1,4096,15,1.504
1,4096,16,1.554
1,4096,17,1.586
1,4096,18,1.592
1,4096,19,1.618
1,4096,20,1.642
1,4096,21,1.675
1,4096,22,1.691
1,4096,23,1.716
1,4096,24,1.739
1,4096,25,1.764
1,4096,26,1.826
1,4096,27,1.811
1,4096,28,2.023
1,4096,29,2.078
1,4096,30,2.099
1,4096,31,2.133
1,4096,32,2.186
1,5120,1,1.255
1,5120,2,1.271
1,5120,3,1.294
1,5120,4,1.313
1,5120,5,1.337
1,5120,6,1.356
1,5120,7,1.389
1,5120,8,1.412
1,5120,9,1.529
1,5120,10,1.488
1,5120,11,1.488
1,5120,12,1.721
1,5120,13,1.757
1,5120,14,1.803
1,5120,15,1.823
1,5120,16,1.890
1,5120,17,1.870
1,5120,18,1.899
1,5120,19,1.925
1,5120,20,1.954
1,5120,21,1.976
1,5120,22,1.996
1,5120,23,2.017
1,5120,24,2.334
1,5120,25,2.374
1,5120,26,2.453
1,5120,27,2.579
1,5120,28,2.648
1,5120,29,2.671
1,5120,30,2.710
1,5120,31,2.739
1,5120,32,2.766
1,6144,1,1.500
1,6144,2,1.523
1,6144,3,1.549
1,6144,4,1.567
1,6144,5,1.583
1,6144,6,1.621
1,6144,7,1.657
1,6144,8,1.665
1,6144,9,1.696
1,6144,10,1.731
1,6144,11,2.063
1,6144,12,2.098
1,6144,13,2.130
1,6144,14,2.154
1,6144,15,2.178
1,6144,16,2.220
1,6144,17,2.234
1,6144,18,2.269
1,6144,19,2.297
1,6144,20,2.333
1,6144,21,2.736
1,6144,22,2.773
1,6144,23,2.785
1,6144,24,2.814
1,6144,25,2.841
1,6144,26,3.001
1,6144,27,2.959
1,6144,28,2.981
1,6144,29,3.062
1,6144,30,3.180
1,6144,31,3.230
1,6144,32,3.260
1,7168,1,1.741
1,7168,2,1.772
1,7168,3,1.793
1,7168,4,1.812
1,7168,5,1.834
1,7168,6,1.859
1,7168,7,1.889
1,7168,8,1.925
1,7168,9,2.315
1,7168,10,2.365
1,7168,11,2.392
1,7168,12,2.409
1,7168,13,2.439
1,7168,14,2.451
1,7168,15,2.493
1,7168,16,2.511
1,7168,17,2.542
1,7168,18,3.083
1,7168,19,3.250
1,7168,20,3.253
1,7168,21,3.277
1,7168,22,3.252
1,7168,23,3.311
1,7168,24,3.418
1,7168,25,3.418
1,7168,26,3.539
1,7168,27,3.582
1,7168,28,3.615
1,7168,29,3.645
1,7168,30,3.672
1,7168,31,3.693
1,7168,32,3.978
1,8192,1,1.995
1,8192,2,2.000
1,8192,3,2.027
1,8192,4,2.039
1,8192,5,2.075
1,8192,6,2.089
1,8192,7,2.124
1,8192,8,2.512
1,8192,9,2.581
1,8192,10,2.627
1,8192,11,2.656
1,8192,12,2.685
1,8192,13,2.708
1,8192,14,2.736
1,8192,15,2.958
1,8192,16,3.359
1,8192,17,3.707
1,8192,18,3.737
1,8192,19,3.773
1,8192,20,3.770
1,8192,21,3.804
1,8192,22,3.826
1,8192,23,3.977
1,8192,24,3.935
1,8192,25,3.973
1,8192,26,4.007
1,8192,27,4.036
1,8192,28,4.070
1,8192,29,4.535
1,8192,30,4.684
1,8192,31,4.810
1,8192,32,4.908
