is_concurrent, repetition, pop_size, num_species, ms_step_mean
0,0,2048,1,0.0535153
0,0,2048,9,0.460667
0,0,2048,17,0.868439
0,0,2048,25,1.27587
0,0,2048,33,1.70877
0,0,2048,41,2.16503
0,0,2048,49,2.59686
0,0,2048,57,3.01957
0,0,2048,65,3.44341
0,0,2048,73,3.87908
0,0,2048,81,4.30566
0,0,2048,89,4.74133
0,0,2048,97,5.17341
0,0,2048,105,5.62085
0,0,2048,113,6.0769
0,0,2048,121,6.50332
0,0,2048,129,6.92569
0,0,2048,137,7.36529
0,0,2048,145,7.80547
0,0,2048,153,8.24024
0,0,2048,161,8.69937
0,0,2048,169,9.13486
0,0,2048,177,9.56031
0,0,2048,185,10.0155
0,0,2048,193,10.4369
0,0,2048,201,10.911
0,0,2048,209,11.3206
0,0,2048,217,11.772
0,0,2048,225,12.1928
0,0,2048,233,12.6356
0,0,2048,241,13.0779
0,0,2048,249,13.5309
0,0,2048,257,13.9581
0,0,4096,1,0.101714
0,0,4096,9,0.894922
0,0,4096,17,1.70376
0,0,4096,25,2.55153
0,0,4096,33,3.37763
0,0,4096,41,4.22338
0,0,4096,49,5.04766
0,0,4096,57,5.88129
0,0,4096,65,6.71911
0,0,4096,73,7.54203
0,0,4096,81,8.37496
0,0,4096,89,9.21598
0,0,4096,97,10.0483
0,0,4096,105,10.8855
0,0,4096,113,11.7493
0,0,4096,121,12.56
0,0,4096,129,13.3947
0,0,4096,137,14.2303
0,0,4096,145,15.0773
0,0,4096,153,15.9124
0,0,4096,161,16.7794
0,0,4096,169,17.5896
0,0,4096,177,18.4378
0,0,4096,185,19.2738
0,0,4096,193,20.1392
0,0,4096,201,20.9799
0,0,4096,209,21.8014
0,0,4096,217,22.6304
0,0,4096,225,23.464
0,0,4096,233,24.3085
0,0,4096,241,25.1532
0,0,4096,249,25.9889
0,0,4096,257,26.8549
0,0,6144,1,0.150549
0,0,6144,9,1.34057
0,0,6144,17,2.59767
0,0,6144,25,3.88859
0,0,6144,33,5.07252
0,0,6144,41,6.32312
0,0,6144,49,7.56552
0,0,6144,57,8.79279
0,0,6144,65,10.0281
0,0,6144,73,11.2743
0,0,6144,81,12.5108
0,0,6144,89,13.7508
0,0,6144,97,15.0015
0,0,6144,105,16.238
0,0,6144,113,17.4917
0,0,6144,121,18.7361
0,0,6144,129,19.9835
0,0,6144,137,21.2333
0,0,6144,145,22.4867
0,0,6144,153,23.7357
0,0,6144,161,25.0211
0,0,6144,169,26.2306
0,0,6144,177,27.5188
0,0,6144,185,28.7179
0,0,6144,193,29.962
0,0,6144,201,31.2293
0,0,6144,209,32.4889
0,0,6144,217,33.7154
0,0,6144,225,34.9681
0,0,6144,233,36.257
0,0,6144,241,37.5251
0,0,6144,249,38.7471
0,0,6144,257,39.9845
0,0,8192,1,0.200127
0,0,8192,9,1.7893
0,0,8192,17,3.44666
0,0,8192,25,5.09596
0,0,8192,33,6.7243
0,0,8192,41,8.37168
0,0,8192,49,10.0043
0,0,8192,57,11.6531
0,0,8192,65,13.281
0,0,8192,73,14.9283
0,0,8192,81,16.5722
0,0,8192,89,18.2059
0,0,8192,97,19.858
0,0,8192,105,21.5621
0,0,8192,113,23.1619
0,0,8192,121,24.8019
0,0,8192,129,26.5017
0,0,8192,137,28.0805
0,0,8192,145,29.7203
0,0,8192,153,31.3548
0,0,8192,161,33.0095
0,0,8192,169,34.6589
0,0,8192,177,36.3141
0,0,8192,185,37.9499
0,0,8192,193,39.5918
0,0,8192,201,41.3146
0,0,8192,209,42.9008
0,0,8192,217,44.5496
0,0,8192,225,46.1955
0,0,8192,233,47.8422
0,0,8192,241,49.496
0,0,8192,249,51.1376
0,0,8192,257,52.8549
1,0,2048,1,0.0535482
1,0,2048,9,0.0709897
1,0,2048,17,0.0891011
1,0,2048,25,0.107335
