is_concurrent,repetition,pop_size,num_species,s_step_mean
0,0,512,1,0.000283395
0,0,512,2,0.000474705
0,0,512,3,0.00069491
0,0,512,4,0.000921019
0,0,512,5,0.0011412
0,0,512,6,0.00137258
0,0,512,7,0.00159573
0,0,512,8,0.00182086
0,0,512,9,0.00204262
0,0,512,10,0.00227015
0,0,512,11,0.00248914
0,0,512,12,0.00271408
0,0,512,13,0.00294503
0,0,512,14,0.00316492
0,0,512,15,0.00339431
0,0,512,16,0.00362009
0,0,512,17,0.00384186
0,0,512,18,0.00406237
0,0,512,19,0.00431339
0,0,512,20,0.00450567
0,0,512,21,0.00473565
0,0,512,22,0.00495407
0,0,512,23,0.00520618
0,0,512,24,0.00541388
0,0,512,25,0.00563582
0,0,512,26,0.00588561
0,0,512,27,0.0060883
0,0,512,28,0.00631137
0,0,512,29,0.00655317
0,0,512,30,0.00678195
0,0,512,31,0.00699117
0,0,512,32,0.00723462
0,1,512,1,0.00025188
0,1,512,2,0.000473788
0,1,512,3,0.000692404
0,1,512,4,0.000918651
0,1,512,5,0.00114346
0,1,512,6,0.00136839
0,1,512,7,0.00159126
0,1,512,8,0.00181365
0,1,512,9,0.00203941
0,1,512,10,0.00227525
0,1,512,11,0.00248752
0,1,512,12,0.00271473
0,1,512,13,0.00294042
0,1,512,14,0.00315688
0,1,512,15,0.00338776
0,1,512,16,0.00361649
0,1,512,17,0.00383286
0,1,512,18,0.00406278
0,1,512,19,0.00427635
0,1,512,20,0.00450904
0,1,512,21,0.00475914
0,1,512,22,0.00495537
0,1,512,23,0.00516849
0,1,512,24,0.00541784
0,1,512,25,0.0056252
0,1,512,26,0.00587775
0,1,512,27,0.00608648
0,1,512,28,0.00630584
0,1,512,29,0.00652466
0,1,512,30,0.00676985
0,1,512,31,0.00697243
0,1,512,32,0.00721378
0,2,512,1,0.000252086
0,2,512,2,0.000472001
0,2,512,3,0.000694501
0,2,512,4,0.000917685
0,2,512,5,0.00114426
0,2,512,6,0.00136415
0,2,512,7,0.00158794
0,2,512,8,0.00181432
0,2,512,9,0.00203712
0,2,512,10,0.00226758
0,2,512,11,0.00248486
0,2,512,12,0.0027171
0,2,512,13,0.00294152
0,2,512,14,0.00315804
0,2,512,15,0.00338291
0,2,512,16,0.00360786
0,2,512,17,0.00382475
0,2,512,18,0.00405736
0,2,512,19,0.00427592
0,2,512,20,0.00450854
0,2,512,21,0.00473599
0,2,512,22,0.00495147
0,2,512,23,0.00518101
0,2,512,24,0.00542102
0,2,512,25,0.00563713
0,2,512,26,0.00586803
0,2,512,27,0.00607614
0,2,512,28,0.00630446
0,2,512,29,0.00655061
0,2,512,30,0.00676806
0,2,512,31,0.00697391
0,2,512,32,0.0072226
1,0,512,1,0.000252305
1,0,512,2,0.000312276
1,0,512,3,0.000373711
1,0,512,4,0.000446629
1,0,512,5,0.000508815
1,0,512,6,0.000592929
1,0,512,7,0.000666589
1,0,512,8,0.000728497
1,0,512,9,0.000819141
1,0,512,10,0.000880222
1,0,512,11,0.000943523
1,0,512,12,0.00103378
1,0,512,13,0.00110713
1,0,512,14,0.00116701
1,0,512,15,0.00125551
1,0,512,16,0.00132241
1,0,512,17,0.00136669
1,0,512,18,0.0014542
1,0,512,19,0.00154196
1,0,512,20,0.00163321
1,0,512,21,0.00167564
1,0,512,22,0.00176908
1,0,512,23,0.0018409
1,0,512,24,0.0018972
1,0,512,25,0.00203959
1,0,512,26,0.00205597
1,0,512,27,0.00213667
1,0,512,28,0.00220913
1,0,512,29,0.00231389
1,0,512,30,0.00236187
1,0,512,31,0.0024335
1,0,512,32,0.00254658
1,1,512,1,0.00025215
1,1,512,2,0.000313229
1,1,512,3,0.000376414
1,1,512,4,0.000440935
1,1,512,5,0.000510495
1,1,512,6,0.000580909
1,1,512,7,0.00065053
1,1,512,8,0.000726842
1,1,512,9,0.00081391
1,1,512,10,0.000884749
1,1,512,11,0.000968983
1,1,512,12,0.00103875
1,1,512,13,0.00111258
1,1,512,14,0.00118559
1,1,512,15,0.00125772
1,1,512,16,0.0013303
1,1,512,17,0.00138934
1,1,512,18,0.00148266
1,1,512,19,0.00153684
1,1,512,20,0.00161796
1,1,512,21,0.00168478
1,1,512,22,0.00175444
1,1,512,23,0.00183871
1,1,512,24,0.00190383
1,1,512,25,0.00198983
1,1,512,26,0.00205663
1,1,512,27,0.00219159
1,1,512,28,0.00220984
1,1,512,29,0.00228351
1,1,512,30,0.00238136
1,1,512,31,0.00242437
1,1,512,32,0.00252558
1,2,512,1,0.000252288
1,2,512,2,0.000311398
1,2,512,3,0.000377975
1,2,512,4,0.000443977
1,2,512,5,0.000508602
1,2,512,6,0.00058675
1,2,512,7,0.00065072
1,2,512,8,0.000729879
1,2,512,9,0.000805756
1,2,512,10,0.000886681
1,2,512,11,0.000951541
1,2,512,12,0.00101768
1,2,512,13,0.00110849
1,2,512,14,0.00118638
1,2,512,15,0.00125769
1,2,512,16,0.0013103
1,2,512,17,0.00138366
1,2,512,18,0.00146466
1,2,512,19,0.00152867
1,2,512,20,0.00161676
1,2,512,21,0.00168853
1,2,512,22,0.00176471
1,2,512,23,0.00183053
1,2,512,24,0.00190759
1,2,512,25,0.00200314
1,2,512,26,0.00206114
1,2,512,27,0.00213508
1,2,512,28,0.00222453
1,2,512,29,0.00231138
1,2,512,30,0.00235846
1,2,512,31,0.00243516
1,2,512,32,0.00251473
