is_concurrent,pop_size,num_species,mean_s_step_mean,speedup
0,100000,1,0.047,0.999
0,100000,2,0.095,1.000
0,100000,3,0.142,1.000
0,100000,4,0.190,1.001
0,100000,5,0.237,1.000
0,100000,6,0.285,1.001
0,100000,7,0.333,1.001
0,100000,8,0.380,1.001
